city,timestamp,temperature,season
New York,2010-01-01,1.5206965869494984,winter
New York,2010-01-02,-12.959501700664564,winter
New York,2010-01-03,-2.862962375955382,winter
New York,2010-01-04,6.6529070555869305,winter
New York,2010-01-05,-12.592875826779515,winter
New York,2010-01-06,7.263102461809925,winter
New York,2010-01-07,-4.11212650868196,winter
New York,2010-01-08,-0.35163576969181987,winter
New York,2010-01-09,-5.813564691410479,winter
New York,2010-01-10,-9.865069833896374,winter
New York,2010-01-11,-6.170376607742558,winter
New York,2010-01-12,7.419345310951359,winter
New York,2010-01-13,2.652990696183652,winter
New York,2010-01-14,-8.149131386034732,winter
New York,2010-01-15,2.8805451745271116,winter
New York,2010-01-16,3.9118320317700754,winter
New York,2010-01-17,-12.218050481974359,winter
New York,2010-01-18,2.0655555755907833,winter
New York,2010-01-19,4.0297011647726215,winter
New York,2010-01-20,5.706877664091904,winter
New York,2010-01-21,-8.334797663553417,winter
New York,2010-01-22,-0.6969837513095507,winter
New York,2010-01-23,7.850928160346661,winter
New York,2010-01-24,4.996828673929105,winter
New York,2010-01-25,-1.452245523751909,winter
New York,2010-01-26,-5.63853304139646,winter
New York,2010-01-27,-2.3357194624059447,winter
New York,2010-01-28,3.8858140343967937,winter
New York,2010-01-29,2.4995244218604804,winter
New York,2010-01-30,1.6252910521628119,winter
New York,2010-01-31,4.642141022099216,winter
New York,2010-02-01,4.371965016075015,winter
New York,2010-02-02,4.3034253758748715,winter
New York,2010-02-03,8.863777638599059,winter
New York,2010-02-04,8.302619215884853,winter
New York,2010-02-05,3.536574588598552,winter
New York,2010-02-06,4.417644370595254,winter
New York,2010-02-07,10.75671496057488,winter
New York,2010-02-08,-12.194309499019948,winter
New York,2010-02-09,-0.6723721177192388,winter
New York,2010-02-10,0.5586773865850257,winter
New York,2010-02-11,-2.6419088637186867,winter
New York,2010-02-12,-0.3428339002732075,winter
New York,2010-02-13,-5.708194325104149,winter
New York,2010-02-14,5.892090034271834,winter
New York,2010-02-15,4.032484029940274,winter
New York,2010-02-16,5.213602598333567,winter
New York,2010-02-17,4.226930431705318,winter
New York,2010-02-18,3.102679701179796,winter
New York,2010-02-19,3.652962875622172,winter
New York,2010-02-20,1.9976522893944617,winter
New York,2010-02-21,-0.9764405819365352,winter
New York,2010-02-22,-2.6561047254628285,winter
New York,2010-02-23,-1.0669272408291517,winter
New York,2010-02-24,-5.724821187538608,winter
New York,2010-02-25,-4.50526228632461,winter
New York,2010-02-26,3.162397951405409,winter
New York,2010-02-27,-4.003705761896084,winter
New York,2010-02-28,-4.098665939353577,winter
New York,2010-03-01,13.43447867699214,spring
New York,2010-03-02,3.1989771537521694,spring
New York,2010-03-03,3.1593060324316475,spring
New York,2010-03-04,7.820666090287321,spring
New York,2010-03-05,9.2178595022812,spring
New York,2010-03-06,7.459696346170971,spring
New York,2010-03-07,7.702776550263199,spring
New York,2010-03-08,7.424233224956232,spring
New York,2010-03-09,9.24000649584622,spring
New York,2010-03-10,-6.4222443385521935,spring
New York,2010-03-11,0.7935252467002272,spring
New York,2010-03-12,13.648506996488866,spring
New York,2010-03-13,15.896756091734616,spring
New York,2010-03-14,8.69926530053608,spring
New York,2010-03-15,9.055084950405075,spring
New York,2010-03-16,8.838849832601912,spring
New York,2010-03-17,13.337649543476143,spring
New York,2010-03-18,6.550086732325605,spring
New York,2010-03-19,9.488232919187435,spring
New York,2010-03-20,11.615199636501043,spring
New York,2010-03-21,10.84766956709044,spring
New York,2010-03-22,6.186707998638276,spring
New York,2010-03-23,15.052473594243448,spring
New York,2010-03-24,10.580297319112358,spring
New York,2010-03-25,5.689580643885075,spring
New York,2010-03-26,15.043406465734424,spring
New York,2010-03-27,3.456256430514191,spring
New York,2010-03-28,5.594754479351893,spring
New York,2010-03-29,4.453268053166266,spring
New York,2010-03-30,8.802343025168105,spring
New York,2010-03-31,8.531901170670343,spring
New York,2010-04-01,5.269307423224398,spring
New York,2010-04-02,7.634786519177248,spring
New York,2010-04-03,14.086700883801452,spring
New York,2010-04-04,16.376968170691963,spring
New York,2010-04-05,8.975402772491123,spring
New York,2010-04-06,8.482552072445408,spring
New York,2010-04-07,3.3773945028887598,spring
New York,2010-04-08,7.3077740434450105,spring
New York,2010-04-09,5.652337225148369,spring
New York,2010-04-10,1.6517473343450089,spring
New York,2010-04-11,12.721737453035873,spring
New York,2010-04-12,12.258333320516343,spring
New York,2010-04-13,7.700067107568271,spring
New York,2010-04-14,14.005092893028918,spring
New York,2010-04-15,4.9574234519405325,spring
New York,2010-04-16,13.730731421449141,spring
New York,2010-04-17,11.761542029925678,spring
New York,2010-04-18,5.030887396988314,spring
New York,2010-04-19,9.341253555969612,spring
New York,2010-04-20,9.775993613995047,spring
New York,2010-04-21,12.641356648555623,spring
New York,2010-04-22,9.943059366104778,spring
New York,2010-04-23,14.389977434181933,spring
New York,2010-04-24,9.32075341755738,spring
New York,2010-04-25,5.230022399035021,spring
New York,2010-04-26,20.544536437034058,spring
New York,2010-04-27,11.23819225648185,spring
New York,2010-04-28,14.158609894518186,spring
New York,2010-04-29,15.585209340965422,spring
New York,2010-04-30,15.39248309239485,spring
New York,2010-05-01,10.997873022718466,spring
New York,2010-05-02,7.86361698468813,spring
New York,2010-05-03,20.8766982158859,spring
New York,2010-05-04,6.001964106827127,spring
New York,2010-05-05,14.557511144711079,spring
New York,2010-05-06,8.07826041199536,spring
New York,2010-05-07,9.288285417007256,spring
New York,2010-05-08,15.703371821410514,spring
New York,2010-05-09,20.84873213619732,spring
New York,2010-05-10,22.770555323940034,spring
New York,2010-05-11,2.027500184453304,spring
New York,2010-05-12,10.400039702475306,spring
New York,2010-05-13,16.06110989069417,spring
New York,2010-05-14,10.15030623017517,spring
New York,2010-05-15,5.652818136298951,spring
New York,2010-05-16,13.907490456217573,spring
New York,2010-05-17,12.849048485585506,spring
New York,2010-05-18,12.489181564700504,spring
New York,2010-05-19,8.437596339511849,spring
New York,2010-05-20,14.423998731786725,spring
New York,2010-05-21,9.357678461535263,spring
New York,2010-05-22,15.109884477071372,spring
New York,2010-05-23,11.493859757847678,spring
New York,2010-05-24,14.881928496408051,spring
New York,2010-05-25,2.3558322504794997,spring
New York,2010-05-26,-3.5646800371635283,spring
New York,2010-05-27,6.718940507263627,spring
New York,2010-05-28,14.999871730726717,spring
New York,2010-05-29,11.901774312234577,spring
New York,2010-05-30,9.415185445412407,spring
New York,2010-05-31,11.947519875532498,spring
New York,2010-06-01,24.503623692893502,summer
New York,2010-06-02,25.915468653076267,summer
New York,2010-06-03,23.12658497307708,summer
New York,2010-06-04,29.477743132178794,summer
New York,2010-06-05,16.80152433070745,summer
New York,2010-06-06,18.338492498965397,summer
New York,2010-06-07,20.45038302505371,summer
New York,2010-06-08,30.947970145958905,summer
New York,2010-06-09,20.179758734318543,summer
New York,2010-06-10,21.826666643037903,summer
New York,2010-06-11,21.025551233576273,summer
New York,2010-06-12,23.50201383154545,summer
New York,2010-06-13,14.665861623583861,summer
New York,2010-06-14,18.66109949365446,summer
New York,2010-06-15,20.382880176294805,summer
New York,2010-06-16,19.4769899551925,summer
New York,2010-06-17,19.365833346814497,summer
New York,2010-06-18,17.242551736732374,summer
New York,2010-06-19,30.39102092279574,summer
New York,2010-06-20,21.562481210317163,summer
New York,2010-06-21,7.974127506275526,summer
New York,2010-06-22,21.93618846550884,summer
New York,2010-06-23,31.336058399202976,summer
New York,2010-06-24,27.605295474063908,summer
New York,2010-06-25,20.008702298790105,summer
New York,2010-06-26,20.95219112968242,summer
New York,2010-06-27,24.2680614669621,summer
New York,2010-06-28,25.402687017151155,summer
New York,2010-06-29,25.906511757613,summer
New York,2010-06-30,18.463505602799707,summer
New York,2010-07-01,18.378870901464783,summer
New York,2010-07-02,18.41596885521426,summer
New York,2010-07-03,18.07880144477103,summer
New York,2010-07-04,26.33102471628895,summer
New York,2010-07-05,29.173384071581243,summer
New York,2010-07-06,26.16098933191649,summer
New York,2010-07-07,24.85991301355263,summer
New York,2010-07-08,26.40090394456218,summer
New York,2010-07-09,38.09522555238047,summer
New York,2010-07-10,23.69751294935359,summer
New York,2010-07-11,28.677213163305417,summer
New York,2010-07-12,28.096253752287218,summer
New York,2010-07-13,26.16866307841811,summer
New York,2010-07-14,27.284967118993503,summer
New York,2010-07-15,25.550052072994824,summer
New York,2010-07-16,19.28250983610444,summer
New York,2010-07-17,32.97255015975461,summer
New York,2010-07-18,24.717333062794275,summer
New York,2010-07-19,27.691241683488737,summer
New York,2010-07-20,25.56127958597037,summer
New York,2010-07-21,25.13700923936183,summer
New York,2010-07-22,29.733955833890647,summer
New York,2010-07-23,22.907693109037425,summer
New York,2010-07-24,29.480172305188198,summer
New York,2010-07-25,32.506913617558105,summer
New York,2010-07-26,23.020922257300782,summer
New York,2010-07-27,26.254298588710487,summer
New York,2010-07-28,16.919966769481853,summer
New York,2010-07-29,29.04029121631882,summer
New York,2010-07-30,19.847058816545804,summer
New York,2010-07-31,20.06675192339011,summer
New York,2010-08-01,31.21810803668463,summer
New York,2010-08-02,25.46580349484653,summer
New York,2010-08-03,23.38475414070604,summer
New York,2010-08-04,21.367379081401072,summer
New York,2010-08-05,23.298137482389322,summer
New York,2010-08-06,39.01533421525532,summer
New York,2010-08-07,25.8756049498245,summer
New York,2010-08-08,22.718118365654153,summer
New York,2010-08-09,14.870114845571543,summer
New York,2010-08-10,26.16164010200411,summer
New York,2010-08-11,26.98693301480231,summer
New York,2010-08-12,23.897397209509254,summer
New York,2010-08-13,26.251402772744537,summer
New York,2010-08-14,27.934919857745886,summer
New York,2010-08-15,25.686051919513194,summer
New York,2010-08-16,29.340103054366878,summer
New York,2010-08-17,20.746873648691427,summer
New York,2010-08-18,18.12818836244493,summer
New York,2010-08-19,26.07827416748812,summer
New York,2010-08-20,25.68513230732101,summer
New York,2010-08-21,27.70051271585709,summer
New York,2010-08-22,27.7744853002572,summer
New York,2010-08-23,23.86503128110446,summer
New York,2010-08-24,24.103113579680194,summer
New York,2010-08-25,13.929271288733903,summer
New York,2010-08-26,22.932700477965223,summer
New York,2010-08-27,22.645016447299426,summer
New York,2010-08-28,28.33108636469278,summer
New York,2010-08-29,33.938629356022446,summer
New York,2010-08-30,21.854931506235086,summer
New York,2010-08-31,29.87511604545142,summer
New York,2010-09-01,14.823200673360128,autumn
New York,2010-09-02,13.31058546955122,autumn
New York,2010-09-03,17.93602407762512,autumn
New York,2010-09-04,19.097632342038377,autumn
New York,2010-09-05,19.00689782054212,autumn
New York,2010-09-06,15.835602456752175,autumn
New York,2010-09-07,6.958181141109401,autumn
New York,2010-09-08,17.20811857532004,autumn
New York,2010-09-09,21.982084573445395,autumn
New York,2010-09-10,16.321080021947374,autumn
New York,2010-09-11,16.96114367934111,autumn
New York,2010-09-12,12.951455877487414,autumn
New York,2010-09-13,12.809240382255583,autumn
New York,2010-09-14,9.816855867275855,autumn
New York,2010-09-15,20.146912936933095,autumn
New York,2010-09-16,9.612772680959766,autumn
New York,2010-09-17,17.174955533160606,autumn
New York,2010-09-18,14.50241033768085,autumn
New York,2010-09-19,19.303892266605565,autumn
New York,2010-09-20,26.6965021533981,autumn
New York,2010-09-21,22.701159783624142,autumn
New York,2010-09-22,13.49036138480021,autumn
New York,2010-09-23,6.8945670971675295,autumn
New York,2010-09-24,13.65435740883678,autumn
New York,2010-09-25,10.790911463765635,autumn
New York,2010-09-26,14.726636209080658,autumn
New York,2010-09-27,23.053654782299922,autumn
New York,2010-09-28,13.19957350374237,autumn
New York,2010-09-29,22.123116738989435,autumn
New York,2010-09-30,15.677037986383661,autumn
New York,2010-10-01,10.794572909668776,autumn
New York,2010-10-02,12.025871925661137,autumn
New York,2010-10-03,6.93783000675797,autumn
New York,2010-10-04,20.349564658745845,autumn
New York,2010-10-05,20.841032988527846,autumn
New York,2010-10-06,12.73337254400142,autumn
New York,2010-10-07,14.479914495054963,autumn
New York,2010-10-08,14.317967484179057,autumn
New York,2010-10-09,10.067882354227265,autumn
New York,2010-10-10,4.936183257679108,autumn
New York,2010-10-11,15.948034065810917,autumn
New York,2010-10-12,16.901541505400335,autumn
New York,2010-10-13,23.958693577278563,autumn
New York,2010-10-14,21.896229168208812,autumn
New York,2010-10-15,13.94356211913542,autumn
New York,2010-10-16,18.552438598888344,autumn
New York,2010-10-17,15.873383857820095,autumn
New York,2010-10-18,5.654029439673092,autumn
New York,2010-10-19,7.3352114118163385,autumn
New York,2010-10-20,11.46377804742745,autumn
New York,2010-10-21,11.574626305346547,autumn
New York,2010-10-22,6.1884059890999,autumn
New York,2010-10-23,12.103888863553948,autumn
New York,2010-10-24,14.409893747110862,autumn
New York,2010-10-25,13.387418869868537,autumn
New York,2010-10-26,26.007407783164233,autumn
New York,2010-10-27,11.697550769430357,autumn
New York,2010-10-28,9.332873068007988,autumn
New York,2010-10-29,22.280827827295514,autumn
New York,2010-10-30,18.58166687019548,autumn
New York,2010-10-31,16.198592529000894,autumn
New York,2010-11-01,17.308444905085587,autumn
New York,2010-11-02,20.9871854052871,autumn
New York,2010-11-03,14.230958068352908,autumn
New York,2010-11-04,22.167192494466033,autumn
New York,2010-11-05,12.37390151801462,autumn
New York,2010-11-06,11.180484500514117,autumn
New York,2010-11-07,14.143766029603547,autumn
New York,2010-11-08,16.63442465394903,autumn
New York,2010-11-09,14.344722387055963,autumn
New York,2010-11-10,8.655148831867265,autumn
New York,2010-11-11,21.64511903035963,autumn
New York,2010-11-12,19.535337558508086,autumn
New York,2010-11-13,12.266915231686797,autumn
New York,2010-11-14,11.557601719992139,autumn
New York,2010-11-15,1.60400447193628,autumn
New York,2010-11-16,11.59821201718681,autumn
New York,2010-11-17,11.68276781691942,autumn
New York,2010-11-18,16.55138495122792,autumn
New York,2010-11-19,23.292945281603764,autumn
New York,2010-11-20,17.583218408194444,autumn
New York,2010-11-21,10.48959208013937,autumn
New York,2010-11-22,17.98391514564142,autumn
New York,2010-11-23,25.2654398010037,autumn
New York,2010-11-24,14.119573751478935,autumn
New York,2010-11-25,24.953815110927877,autumn
New York,2010-11-26,15.45368688422255,autumn
New York,2010-11-27,12.604791012413386,autumn
New York,2010-11-28,14.413047130772027,autumn
New York,2010-11-29,16.07770412357501,autumn
New York,2010-11-30,26.59510802376856,autumn
New York,2010-12-01,3.8571119103094635,winter
New York,2010-12-02,0.7215254029786142,winter
New York,2010-12-03,-1.2370586790061162,winter
New York,2010-12-04,-2.7101275852967954,winter
New York,2010-12-05,0.5320079615612436,winter
New York,2010-12-06,-4.745928762656745,winter
New York,2010-12-07,-10.14487589194619,winter
New York,2010-12-08,7.450734934192404,winter
New York,2010-12-09,0.24243267433915383,winter
New York,2010-12-10,4.229908865080067,winter
New York,2010-12-11,6.008934923540781,winter
New York,2010-12-12,-4.236587759937294,winter
New York,2010-12-13,-2.1450347362565747,winter
New York,2010-12-14,-8.092691891084078,winter
New York,2010-12-15,-3.382915307882322,winter
New York,2010-12-16,-5.1958577793109715,winter
New York,2010-12-17,-2.9631241714886465,winter
New York,2010-12-18,-8.844070896829434,winter
New York,2010-12-19,3.0464611053237576,winter
New York,2010-12-20,-7.926694095175346,winter
New York,2010-12-21,-0.5315800043913146,winter
New York,2010-12-22,-0.19563878183176753,winter
New York,2010-12-23,-0.49819236698715275,winter
New York,2010-12-24,-0.041142849416384866,winter
New York,2010-12-25,-4.351516834493062,winter
New York,2010-12-26,3.913571698954107,winter
New York,2010-12-27,-5.170978971879112,winter
New York,2010-12-28,9.781488750694226,winter
New York,2010-12-29,0.02553266283679252,winter
New York,2010-12-30,1.036031890663092,winter
New York,2010-12-31,-6.928527441978293,winter
New York,2011-01-01,4.28260186839926,winter
New York,2011-01-02,1.1262617140107332,winter
New York,2011-01-03,-1.1459676223956567,winter
New York,2011-01-04,-0.6457009836183979,winter
New York,2011-01-05,-1.998904151681085,winter
New York,2011-01-06,-4.168720872030603,winter
New York,2011-01-07,-2.4671541762906326,winter
New York,2011-01-08,-3.76395409474022,winter
New York,2011-01-09,-5.548798861684022,winter
New York,2011-01-10,2.599948052865548,winter
New York,2011-01-11,4.609610873613829,winter
New York,2011-01-12,-13.329940439868151,winter
New York,2011-01-13,-3.56223916669765,winter
New York,2011-01-14,-7.5174973628272515,winter
New York,2011-01-15,-1.264093682401509,winter
New York,2011-01-16,-5.002913730548814,winter
New York,2011-01-17,-7.8338252957061965,winter
New York,2011-01-18,-10.189600634322403,winter
New York,2011-01-19,1.1678825719636203,winter
New York,2011-01-20,2.2284400970974554,winter
New York,2011-01-21,-1.2061993683992616,winter
New York,2011-01-22,-1.7480661542996014,winter
New York,2011-01-23,-3.3113548629056817,winter
New York,2011-01-24,3.955339261726791,winter
New York,2011-01-25,2.0495966765676403,winter
New York,2011-01-26,-3.7485150250888326,winter
New York,2011-01-27,5.059195815913097,winter
New York,2011-01-28,-2.45780177240227,winter
New York,2011-01-29,0.4011765700434028,winter
New York,2011-01-30,-2.3909401624897417,winter
New York,2011-01-31,1.4922647522723511,winter
New York,2011-02-01,-6.887689431838905,winter
New York,2011-02-02,0.9296989344339464,winter
New York,2011-02-03,-6.778958309767422,winter
New York,2011-02-04,-3.908232118186039,winter
New York,2011-02-05,-1.7479048174425305,winter
New York,2011-02-06,0.33492520485249777,winter
New York,2011-02-07,-1.3576371630478714,winter
New York,2011-02-08,1.2704240444507442,winter
New York,2011-02-09,7.8201073231810465,winter
New York,2011-02-10,8.328273321087337,winter
New York,2011-02-11,-6.67201506442931,winter
New York,2011-02-12,4.606152467397279,winter
New York,2011-02-13,-1.4781501511259454,winter
New York,2011-02-14,-10.728435462968836,winter
New York,2011-02-15,2.6032775128461876,winter
New York,2011-02-16,4.77037296350897,winter
New York,2011-02-17,11.760091802193902,winter
New York,2011-02-18,-4.084328602926291,winter
New York,2011-02-19,-4.304038573238923,winter
New York,2011-02-20,1.496412145424821,winter
New York,2011-02-21,-4.30575577331567,winter
New York,2011-02-22,-0.8263702224931502,winter
New York,2011-02-23,-4.161589909290341,winter
New York,2011-02-24,-0.9777564913411976,winter
New York,2011-02-25,8.024992723752792,winter
New York,2011-02-26,6.682409212181567,winter
New York,2011-02-27,-9.898126763245546,winter
New York,2011-02-28,0.03696922381033119,winter
New York,2011-03-01,10.393434666675093,spring
New York,2011-03-02,3.6907238344868185,spring
New York,2011-03-03,14.305073470850648,spring
New York,2011-03-04,15.975495796514778,spring
New York,2011-03-05,13.050820844566326,spring
New York,2011-03-06,3.8952526285075137,spring
New York,2011-03-07,8.538057229867093,spring
New York,2011-03-08,3.2608679257560187,spring
